Name;Division;Anexo;Este;Norte;Punto
Lote II;Pampagrande;El Palmo;-79,46318353;-6,706106579;777
Lote II;Pampagrande;El Palmo;-79,46292142;-6,705920414;778
Lote II;Pampagrande;El Palmo;-79,46264477;-6,70571578;779
Lote II;Pampagrande;El Palmo;-79,46250435;-6,705587545;780
Lote II;Pampagrande;El Palmo;-79,46227802;-6,705407861;781
Lote II;Pampagrande;El Palmo;-79,46221712;-6,705287678;782
Lote II;Pampagrande;El Palmo;-79,46207748;-6,704901365;783
Lote II;Pampagrande;El Palmo;-79,46192612;-6,704603202;784
Lote II;Pampagrande;El Palmo;-79,46189971;-6,704482057;785
Lote II;Pampagrande;El Palmo;-79,46190982;-6,704362362;786
Lote II;Pampagrande;El Palmo;-79,46194867;-6,70430126;787
Lote II;Pampagrande;El Palmo;-79,46199136;-6,704239434;788
Lote II;Pampagrande;El Palmo;-79,46242244;-6,704052165;789
Lote II;Pampagrande;El Palmo;-79,46218356;-6,703478448;790
Lote II;Pampagrande;El Palmo;-79,46161851;-6,702121409;791
Lote II;Pampagrande;El Palmo;-79,46150489;-6,701848534;792
Lote II;Pampagrande;El Palmo;-79,46148159;-6,701740846;793
Lote II;Pampagrande;El Palmo;-79,46150356;-6,701509522;794
Lote II;Pampagrande;El Palmo;-79,4615376;-6,701226586;795
Lote II;Pampagrande;El Palmo;-79,46153814;-6,701121842;796
Lote II;Pampagrande;El Palmo;-79,46150092;-6,700968681;797
Lote II;Pampagrande;El Palmo;-79,46143914;-6,700751572;798
Lote II;Pampagrande;El Palmo;-79,46128752;-6,700301497;799
Lote II;Pampagrande;El Palmo;-79,46118768;-6,699975659;800
Lote II;Pampagrande;El Palmo;-79,46119271;-6,699862799;801
Lote II;Pampagrande;El Palmo;-79,46120722;-6,699785596;802
Lote II;Pampagrande;El Palmo;-79,4612416;-6,699731652;803
Lote II;Pampagrande;El Palmo;-79,46133474;-6,699633759;804
Lote II;Pampagrande;El Palmo;-79,46145952;-6,699557922;805
Lote II;Pampagrande;El Palmo;-79,46149471;-6,69951253;806
Lote II;Pampagrande;El Palmo;-79,46150437;-6,699462736;807
Lote II;Pampagrande;El Palmo;-79,46156122;-6,699169645;808
Lote II;Pampagrande;El Palmo;-79,46152672;-6,699069366;809
Lote II;Pampagrande;El Palmo;-79,4611913;-6,698432202;810
Lote II;Pampagrande;El Palmo;-79,46108483;-6,698372993;811
Lote II;Pampagrande;El Palmo;-79,46050106;-6,696946068;812
Lote II;Pampagrande;El Palmo;-79,46022979;-6,696582085;813
Lote II;Pampagrande;El Palmo;-79,46013852;-6,696466706;814
Lote II;Pampagrande;El Palmo;-79,46002872;-6,696346484;815
Lote II;Pampagrande;El Palmo;-79,45950111;-6,695831645;816
Lote II;Pampagrande;El Palmo;-79,45839395;-6,694751192;817
Lote II;Pampagrande;El Palmo;-79,45840589;-6,69493111;818
Lote II;Pampagrande;El Palmo;-79,45848063;-6,695286272;819
Lote II;Pampagrande;El Palmo;-79,45858729;-6,69583359;820
Lote II;Pampagrande;El Palmo;-79,45863758;-6,69678512;821
Lote II;Pampagrande;El Palmo;-79,45863324;-6,696917673;822
Lote II;Pampagrande;El Palmo;-79,45852966;-6,69729058;823
Lote II;Pampagrande;El Palmo;-79,45851325;-6,69736999;824
Lote II;Pampagrande;El Palmo;-79,45851878;-6,69749519;825
Lote II;Pampagrande;El Palmo;-79,4585109;-6,697597857;826
Lote II;Pampagrande;El Palmo;-79,45843874;-6,697659282;827
Lote II;Pampagrande;El Palmo;-79,45831893;-6,697702091;828
Lote II;Pampagrande;El Palmo;-79,45795414;-6,697914999;829
Lote II;Pampagrande;El Palmo;-79,45785723;-6,698034146;830
Lote II;Pampagrande;El Palmo;-79,45782984;-6,698158313;831
Lote II;Pampagrande;El Palmo;-79,45780097;-6,69828579;832
Lote II;Pampagrande;El Palmo;-79,45778799;-6,698343149;833
Lote II;Pampagrande;El Palmo;-79,45782567;-6,698534675;834
Lote II;Pampagrande;El Palmo;-79,45808298;-6,698890178;835
Lote II;Pampagrande;El Palmo;-79,4585037;-6,699375139;836
Lote II;Pampagrande;El Palmo;-79,45860036;-6,699534334;837
Lote II;Pampagrande;El Palmo;-79,45868262;-6,699752966;838
Lote II;Pampagrande;El Palmo;-79,45872415;-6,699920804;839
Lote II;Pampagrande;El Palmo;-79,45874219;-6,700019068;840
Lote II;Pampagrande;El Palmo;-79,45869595;-6,700435556;841
Lote II;Pampagrande;El Palmo;-79,45867541;-6,70063381;842
Lote II;Pampagrande;El Palmo;-79,4586543;-6,700739301;843
Lote II;Pampagrande;El Palmo;-79,45912084;-6,701435464;844
