Textbox72,Textbox36,Textbox7,UTC_DateTime,EventName,Textbox3,Textbox5,Altitude,Address2
Unit: ACZ-912,Level (Gals),Change,1/09/2025 05:45,Fuel Raising,"83,65","151,17","67,53","Av Centenario-71, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 05:48,Fuel Dropping,"151,17","78,45","-72,72","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 06:12,Fuel Dropping,"79,58","74,48","-5,10","Via Principal-60, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 06:15,Fuel Raising,"74,48","169,94","95,46","Av Nestor Gambetta-33, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 06:18,Fuel Dropping,"169,94","77,89","-92,05","Via Principal-49, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 06:33,Fuel Raising,"74,39","82,49","8,10","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 06:36,Fuel Raising,"82,49","169,24","86,75","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 06:56,Fuel Dropping,"169,27","79,95","-89,32","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 06:59,Fuel Raising,"79,95","169,37","89,41","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 07:02,Fuel Dropping,"169,37","72,57","-96,80","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 07:35,Fuel Raising,"77,22","169,08","91,87","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 07:38,Fuel Dropping,"169,08","78,61","-90,47","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 07:41,Fuel Raising,"78,61","113,72","35,10","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 07:44,Fuel Dropping,"113,72","78,63","-35,08","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 07:47,Fuel Dropping,"78,63","72,74","-5,89","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 07:50,Fuel Raising,"72,74","168,99","96,24","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 08:56,Fuel Dropping,"168,79","84,98","-83,81","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 09:08,Fuel Raising,"74,01","121,39","47,39","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 09:11,Fuel Dropping,"121,39","85,45","-35,94","Av Nestor Gambetta, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 09:17,Fuel Raising,"84,75","115,07","30,32","Av Nestor Gambetta, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 09:20,Fuel Raising,"115,07","171,61","56,53","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 09:54,Fuel Dropping,"171,95","79,11","-92,84","Av Centenario-77, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 10:44,Fuel Raising,"74,58","90,61","16,04","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 10:47,Fuel Raising,"90,61","169,58","78,96","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 11:08,Fuel Dropping,"169,70","76,04","-93,66","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 13:24,Fuel Raising,"77,44","98,29","20,84","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 13:27,Fuel Dropping,"98,29","73,79","-24,50","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 13:30,Fuel Raising,"73,79","137,00","63,21","Av A, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 13:33,Fuel Dropping,"137,00","87,67","-49,33","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 13:38,Fuel Raising,"87,67","105,73","18,06","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 13:44,Fuel Dropping,"97,23","77,68","-19,55","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 13:50,Fuel Raising,"78,00","168,17","90,17","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 14:05,Fuel Dropping,"168,19","72,76","-95,43","Av Centenario-75, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 14:36,Fuel Raising,"72,19","76,88","4,69","Av Centenario-67, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 14:53,Fuel Raising,"71,71","75,89","4,18","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 15:38,Fuel Raising,"71,12","116,41","45,30","Av El Sol, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 15:41,Fuel Dropping,"116,41","74,05","-42,36","Av Republica Argentina-88, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 15:47,Fuel Raising,"75,34","129,69","54,35","Av Enrique Meiggs, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 15:50,Fuel Dropping,"129,69","119,15","-10,55","Av Republica Argentina-64, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 15:53,Fuel Dropping,"119,15","77,24","-41,91","Av Republica Argentina-74, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 16:08,Fuel Raising,"80,51","174,74","94,23","Av Jose Celendon, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 16:11,Fuel Dropping,"174,74","79,45","-95,29","Av Jose Celendon, Lima (cercado), Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 16:38,Fuel Raising,"79,79","174,77","94,98","Av Jose Celendon, Lima (cercado), Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 17:20,Fuel Dropping,"174,89","138,50","-36,39","Av Jose Celendon, Lima (cercado), Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 17:23,Fuel Dropping,"138,50","89,74","-48,76","Av Jose Celendon, Lima (cercado), Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 17:26,Fuel Dropping,"89,74","80,08","-9,66","Av Jose Celendon, Lima (cercado), Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 17:30,Fuel Raising,"80,08","88,38","8,30","Av Jose Celendon, Lima (cercado), Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 17:36,Fuel Dropping,"86,84","79,77","-7,07","Av Jose Celendon, Lima (cercado), Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 18:20,Fuel Raising,"81,61","174,91","93,31","Galdeano Y Mendoza-59, Lima (cercado), Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 18:41,Fuel Dropping,"174,96","165,33","-9,63","Av Jose Celendon, Lima (cercado), Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 18:53,Fuel Dropping,"174,89","79,89","-95,00","Av Jose Celendon, Lima (cercado), Lima, Lima [Province], Perú"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 19:09,Fuel Dropping,"92,75","81,11","-11,64","Av Republica Argentina, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 19:37,Fuel Raising,"80,86","110,71","29,85","Av Nestor Gambetta-65, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 19:40,Fuel Dropping,"110,71","100,36","-10,36","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 19:43,Fuel Raising,"100,36","155,11","54,75","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 19:46,Fuel Dropping,"155,11","106,63","-48,48","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 19:49,Fuel Raising,"106,63","172,62","65,99","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 19:52,Fuel Dropping,"172,62","78,02","-94,59","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 19:55,Fuel Raising,"78,02","136,63","58,61","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 19:58,Fuel Dropping,"136,63","116,19","-20,43","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 20:01,Fuel Dropping,"116,19","92,23","-23,97","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 20:04,Fuel Raising,"92,23","173,19","80,96","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 20:33,Fuel Dropping,"173,00","78,02","-94,97","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,1/09/2025 20:39,Fuel Raising,"78,04","99,39","21,35","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 05:12,Fuel Dropping,"91,13","78,14","-13,00","Av Nestor Gambetta-44, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 05:41,Fuel Raising,"78,17","155,31","77,14","Av Centenario-70, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 05:44,Fuel Dropping,"155,31","81,53","-73,78","Av Centenario-75, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 06:21,Fuel Raising,"78,48","93,61","15,13","Av Nestor Gambetta-31, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 06:24,Fuel Dropping,"93,61","77,68","-15,93","Av Nestor Gambetta-60, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 06:38,Fuel Raising,"75,91","89,43","13,52","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 06:41,Fuel Dropping,"89,43","76,15","-13,28","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 06:50,Fuel Raising,"73,86","77,95","4,09","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 07:02,Fuel Raising,"75,75","170,75","95,00","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 07:14,Fuel Dropping,"170,75","75,75","-95,00","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 07:47,Fuel Raising,"75,77","170,77","95,00","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 08:10,Fuel Dropping,"170,80","75,91","-94,89","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 08:19,Fuel Raising,"75,72","88,77","13,04","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 08:22,Fuel Dropping,"88,77","75,22","-13,55","Av Nestor Gambetta-85, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 08:31,Fuel Raising,"75,30","125,83","50,53","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 08:34,Fuel Dropping,"125,83","74,65","-51,18","Av Nestor Gambetta-43, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 08:40,Fuel Raising,"77,58","169,72","92,14","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 08:48,Fuel Dropping,"169,65","74,41","-95,24","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 12:15,Fuel Raising,"72,50","84,51","12,01","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 12:18,Fuel Dropping,"84,51","72,60","-11,91","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 13:11,Fuel Raising,"72,65","78,71","6,06","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 13:17,Fuel Raising,"76,29","167,50","91,22","Avenue Oquendo, , Peru Callao Callao 07046"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 13:20,Fuel Dropping,"167,50","83,31","-84,20","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 13:23,Fuel Dropping,"83,31","72,69","-10,61","Via Principal-51, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 13:32,Fuel Raising,"82,31","167,60","85,29","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 13:54,Fuel Dropping,"167,65","72,18","-95,47","Via Principal-51, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 14:18,Fuel Raising,"72,94","167,30","94,36","Via Principal-51, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 14:26,Fuel Dropping,"167,21","81,85","-85,36","Av Nestor Gambetta-58, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 14:29,Fuel Dropping,"81,85","71,75","-10,10","Av Nestor Gambetta-20, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 14:32,Fuel Raising,"71,75","114,89","43,14","Carr. Nestor Gambetta 4415, Callao , Peru Callao Departamen 07046"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 14:35,Fuel Dropping,"114,89","73,19","-41,71","Av Nestor Gambetta-68, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 14:44,Fuel Raising,"73,86","170,17","96,31","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 15:03,Fuel Dropping,"170,01","75,13","-94,89","Av Centenario-75, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 15:24,Fuel Raising,"74,05","169,82","95,77","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 15:28,Fuel Dropping,"169,82","75,32","-94,51","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 15:34,Fuel Raising,"74,70","82,83","8,13","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,2/09/2025 15:37,Fuel Raising,"82,83","123,98","41,15","Av Nestor Gambetta-45, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 05:16,Fuel Dropping,"123,98","75,25","-48,74","Av Nestor Gambetta-43, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 05:22,Fuel Raising,"74,48","94,73","20,25","Av Centenario-65, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 05:32,Fuel Raising,"90,32","103,85","13,54","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 05:38,Fuel Raising,"112,29","148,14","35,85","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 05:41,Fuel Dropping,"148,14","120,22","-27,92","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 05:56,Fuel Dropping,"117,18","91,65","-25,54","Av Centenario-75, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 05:59,Fuel Dropping,"91,65","74,24","-17,40","Av Centenario-75, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 06:25,Fuel Raising,"73,31","97,59","24,28","Av Centenario-61, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 06:28,Fuel Dropping,"97,59","77,80","-19,80","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 07:05,Fuel Raising,"72,84","166,61","93,77","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 07:11,Fuel Dropping,"166,80","71,83","-94,97","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 07:14,Fuel Raising,"71,83","166,80","94,97","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 07:20,Fuel Dropping,"166,80","71,71","-95,10","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 07:23,Fuel Raising,"71,71","166,78","95,08","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 07:38,Fuel Dropping,"166,91","107,99","-58,92","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 07:41,Fuel Raising,"107,99","118,57","10,58","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 07:44,Fuel Raising,"118,57","142,55","23,98","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 07:47,Fuel Raising,"142,55","166,91","24,36","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 07:50,Fuel Dropping,"166,91","71,92","-94,98","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 07:53,Fuel Raising,"71,92","166,92","95,00","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 08:19,Fuel Dropping,"166,97","72,07","-94,91","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 08:22,Fuel Raising,"72,07","80,66","8,60","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 08:25,Fuel Dropping,"80,66","69,46","-11,20","Av Nestor Gambetta-75, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 08:28,Fuel Raising,"69,46","84,14","14,68","Av Nestor Gambetta-44, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 08:34,Fuel Dropping,"86,81","74,39","-12,42","Av Nestor Gambetta, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 08:37,Fuel Raising,"74,39","126,25","51,85","Av Nestor Gambetta-65, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 08:40,Fuel Dropping,"126,25","71,75","-54,49","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 08:46,Fuel Raising,"72,46","166,91","94,45","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 08:59,Fuel Dropping,"166,18","80,06","-86,13","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 09:08,Fuel Raising,"71,04","164,99","93,95","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 09:11,Fuel Dropping,"164,99","70,61","-94,37","Av Centenario-73, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 09:14,Fuel Raising,"70,61","80,01","9,40","Av Centenario-68, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 09:17,Fuel Dropping,"80,01","69,73","-10,28","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 09:58,Fuel Raising,"71,09","87,96","16,87","Av Nestor Gambetta-91, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 10:01,Fuel Dropping,"87,96","70,87","-17,09","Av Nestor Gambetta-72, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 10:16,Fuel Raising,"69,18","149,28","80,10","Av Bayer-54, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 10:19,Fuel Dropping,"149,28","69,08","-80,20","Av Nestor Gambetta-53, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 11:13,Fuel Raising,"68,93","163,93","95,00","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 11:16,Fuel Dropping,"163,93","68,93","-95,00","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 12:12,Fuel Raising,"68,82","163,84","95,02","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 13:08,Fuel Dropping,"163,91","68,91","-95,00","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 13:14,Fuel Raising,"69,14","163,84","94,70","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 13:17,Fuel Dropping,"163,84","81,48","-82,36","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 13:20,Fuel Raising,"81,48","116,67","35,19","Via Principal-51, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 13:23,Fuel Dropping,"116,67","68,17","-48,50","Via Principal-51, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 13:44,Fuel Raising,"67,86","117,69","49,83","Av Nestor Gambetta-78, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 13:47,Fuel Dropping,"117,69","87,64","-30,05","Av Nestor Gambetta-44, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 13:50,Fuel Dropping,"87,64","69,02","-18,62","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 14:01,Fuel Raising,"69,97","159,70","89,73","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,3/09/2025 14:04,Fuel Dropping,"159,70","70,41","-89,28","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 06:53,Fuel Raising,"65,52","162,55","97,02","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 06:56,Fuel Dropping,"162,55","67,19","-95,35","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 08:08,Fuel Raising,"66,96","89,53","22,57","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 08:11,Fuel Dropping,"89,53","64,97","-24,56","Av Nestor Gambetta-62, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 09:11,Fuel Raising,"71,69","167,00","95,31","Av Centenario-74, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 09:15,Fuel Dropping,"167,00","71,92","-95,08","Jose Galvez, , Peru Callao Callao 07046"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 09:48,Fuel Raising,"70,57","99,56","28,99","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 09:51,Fuel Dropping,"99,56","86,70","-12,86","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 09:56,Fuel Dropping,"86,70","71,88","-14,82","Av Nestor Gambetta, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 10:08,Fuel Raising,"72,05","166,35","94,31","Av Centenario-70, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 10:14,Fuel Dropping,"166,23","71,28","-94,95","Av Centenario-70, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 11:00,Fuel Raising,"71,54","78,56","7,01","Av Emisor, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 11:03,Fuel Dropping,"78,56","68,88","-9,67","Av Nestor Gambetta-91, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 12:23,Fuel Raising,"68,12","164,51","96,39","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 12:30,Fuel Dropping,"164,54","68,55","-95,99","Via Principal, Callao, Callao, Callao, Perú"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 12:46,Fuel Raising,"69,44","89,05","19,62","Via Principal-51, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 12:49,Fuel Dropping,"89,05","69,32","-19,73","Via Principal, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 13:40,Fuel Raising,"68,72","101,99","33,27","Via Principal-16, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 13:46,Fuel Dropping,"93,77","78,16","-15,61","Av Republica Argentina-65, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 13:49,Fuel Dropping,"78,16","66,36","-11,80","Av Republica Argentina-91, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 14:01,Fuel Raising,"66,14","70,82","4,68","Av Republica Argentina, lao, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 14:04,Fuel Dropping,"70,82","63,65","-7,17","Av Republica Argentina, Carmen De La Legua, lao, lao Cal"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 14:16,Fuel Raising,"65,47","94,39","28,92","Av Universitaria-45, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 14:19,Fuel Raising,"94,39","122,55","28,16","Av Universitaria-5, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 14:22,Fuel Dropping,"122,55","65,19","-57,36","Av Universitaria-23, Lima (cercado), Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 14:55,Fuel Raising,"61,09","81,45","20,36","Av Las Torres-30, Lurigancho, Lima, Lima [Province] Lma"
Unit: ACZ-912,Level (Gals),Change,4/09/2025 14:58,Fuel Dropping,"81,45","63,41","-18,04","Av Las Torres-29, Lurigancho, Lima, Lima [Province] Lma"
