textbox12,textbox16,EventTime,Address,EndLandmark,textbox25,Driver,textbox20
,Unit: TDL795,1/12/2025 12:21:40 p.m.,"Cl77 20b-9, Bogota, Cundinamarca",,00:01:00, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 12:23:39 p.m.,"Kr20b 74-82, Bogota, Cundinamarca",,00:00:20, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 12:25:40 p.m.,"Cl74 15-27, Bogota, Cundinamarca",,00:00:58, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 12:27:40 p.m.,"Kr13 75-73, Bogota, Cundinamarca",,00:00:30, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 12:29:40 p.m.,"Kr12a 79-47, Bogota, Cundinamarca",,00:06:33, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 12:37:40 p.m.,"Cl80 11-24, Bogota, Cundinamarca",,00:02:00, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 12:41:40 p.m.,"Cl76 16a-30, Bogota, Cundinamarca",,00:17:00, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 1:04:40 p.m.,"Cl72 12-17, Bogota, Cundinamarca",,00:01:10, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 1:08:04 p.m.,"Cl72 5-5, Bogota, Cundinamarca",,00:01:33, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 1:11:40 p.m.,"Cl68 5-66, Bogota, Cundinamarca, Colombia",,00:15:48, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 1:30:56 p.m.,"Dg57 4e-4, Bogota, Cundinamarca",,00:00:11, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 1:32:14 p.m.,"Dg58 4ae-97, Bogota, Cundinamarca",,00:02:26, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 1:35:27 p.m.,"Tr4be 58a-32, Bogota, Cundinamarca",,00:02:12, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 1:38:40 p.m.,"Tv. 4b Este #61-14, Bogotá, Bogotá, Colombia",,00:22:56, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 2:04:17 p.m.,"Kr3a 56-14, Bogota, Cundinamarca",,00:00:17, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 2:05:02 p.m.,"Av Circunvalar 57-8, Bogota, Cundinamarca",,00:01:03, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 2:10:50 p.m.,"Carrera 3E # 46-1 a 46-99, Bogotá, Cundinamarca, Colombia",,00:00:22, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 2:52:17 p.m.,"Carrera 2E # 46-2 a 46-100, Bogotá, Cundinamarca, Colombia",,00:00:38, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 3:05:18 p.m.,"Cl72 7-80, Bogota, Cundinamarca",,00:02:00, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 3:09:17 p.m.,"Cl72 20a-59, Bogota, Cundinamarca",,00:02:20, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 3:13:18 p.m.,"Kr24 77-83, Bogota, Cundinamarca",,00:01:00, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 3:17:18 p.m.,"Kr23 80-84, Bogota, Cundinamarca, Colombia",,00:18:33, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 3:41:17 p.m.,"Cl80 68c-5, Bogota, Cundinamarca",,00:02:01, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 3:45:18 p.m.,"Cl80 70f-49, Bogota, Cundinamarca",,00:03:59, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 3:50:17 p.m.,"Cl80 75-68, Bogota, Cundinamarca",,00:01:01, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 3:53:18 p.m.,"Cl80 89-51, Bogota, Cundinamarca",,00:01:00, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 3:56:18 p.m.,"Cl80 96-4, Bogota, Cundinamarca",,00:00:59, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 3:58:17 p.m.,"Via Principal-26, Bogota, Cundinamarca",,00:02:01, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 4:08:18 p.m.,"Av 50-96, Bogota, Cundinamarca",,00:00:27, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 4:20:18 p.m.,"Via Principal-92, Funza, Cundinamarca",,00:01:00, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 4:22:17 p.m.,"Via Principal-73, Funza, Cundinamarca",,00:06:01, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 4:29:18 p.m.,"Via Principal-11, Funza, Cundinamarca",,00:01:59, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 4:34:18 p.m.,"Via Principal, Funza, Cundinamarca",,00:01:00, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 4:36:18 p.m.,"Via Principal-21, Funza, Cundinamarca",,00:06:00, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 4:42:26 p.m.,"Cl16ae 5a-98, Mosquera, Cundinamarca",,00:02:52, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 4:54:43 p.m.,"Madrid-59, Madrid, Cundinamarca",,00:05:00, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 5:00:34 p.m.,"Madrid-58, Madrid, Cundinamarca, Colombia",,00:00:33, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36
,Unit: TDL795,1/12/2025 5:13:18 p.m.,"Cl9b 16c-50, Mosquera, Cundinamarca, Colombia",,00:19:46, ,# Stops: 71 - Max: 01:39:11 - Min: 00:00:11 - Total Stops: 07:25:36

